0.000000 2.000000 0.000000 0.000000
1.000000 0.000000 148391152.000000 257021248.000000
2.000000 -195744694796286.000000 296782304.000000 514042496.000000
3.000000 296782304.000000 445173456.000000 553803552.000000
4.000000 -195744398013982.000000 593564608.000000 810824800.000000
5.000000 593564608.000000 741955760.000000 850585856.000000
6.000000 -195744101231678.000000 890346912.000000 1107607104.000000
7.000000 890346912.000000 1038738064.000000 1147368160.000000
8.000000 -195743804449374.000000 1187129216.000000 1404389408.000000
9.000000 1187129216.000000 1335520368.000000 1444150464.000000
10.000000 -195743507667070.000000 1483911520.000000 1701171712.000000
11.000000 1483911520.000000 1632302672.000000 1740932768.000000
12.000000 -195743210884766.000000 1780693824.000000 1997954016.000000
13.000000 1780693824.000000 1929084976.000000 2037715072.000000
14.000000 -195742914102462.000000 2077476128.000000 2294736320.000000
15.000000 2077476128.000000 2225867280.000000 2334497376.000000
16.000000 -195742617320158.000000 2374258432.000000 2591518624.000000
17.000000 2374258432.000000 2522649584.000000 2631279680.000000
18.000000 -195742320537854.000000 2671040736.000000 2888300928.000000
19.000000 2671040736.000000 2819431888.000000 2928061984.000000
20.000000 -195742023755550.000000 2967823040.000000 3185083232.000000
21.000000 2967823040.000000 3116214192.000000 3224844288.000000
22.000000 -195741726973246.000000 3264605344.000000 3481865536.000000
23.000000 3264605344.000000 3412996496.000000 3521626592.000000
24.000000 -195741430190942.000000 3561387648.000000 3778647840.000000
25.000000 3561387648.000000 3709778800.000000 3818408896.000000
26.000000 -195741133408638.000000 3858169952.000000 4075430144.000000
27.000000 3858169952.000000 4006561104.000000 4115191200.000000
28.000000 -195740836626334.000000 4154952256.000000 4372212448.000000
29.000000 4154952256.000000 4303343408.000000 4411973504.000000
30.000000 -195740539844030.000000 4451734560.000000 4668994752.000000
31.000000 4451734560.000000 4600125712.000000 4708755808.000000
32.000000 -195740243061726.000000 4748516864.000000 4965777056.000000
33.000000 4748516864.000000 4896908016.000000 5005538112.000000
34.000000 -195739946279422.000000 5045299168.000000 5262559360.000000
35.000000 5045299168.000000 5193690320.000000 5302320416.000000
36.000000 -195739649497118.000000 5342081472.000000 5559341664.000000
37.000000 5342081472.000000 5490472624.000000 5599102720.000000
38.000000 -195739352714814.000000 5638863776.000000 5856123968.000000
39.000000 5638863776.000000 5787254928.000000 5895885024.000000
40.000000 -195739055932510.000000 5935646080.000000 6152906272.000000
41.000000 5935646080.000000 6084037232.000000 6192667328.000000
42.000000 -195738759150206.000000 6232428384.000000 6449688576.000000
43.000000 6232428384.000000 6380819536.000000 6489449632.000000
44.000000 -195738462367902.000000 6529210688.000000 6746470880.000000
45.000000 6529210688.000000 6677601840.000000 6786231936.000000
46.000000 -195738165585598.000000 6825992992.000000 7043253184.000000
47.000000 6825992992.000000 6974384144.000000 7083014240.000000
48.000000 -195737868803294.000000 7122775296.000000 7340035488.000000
49.000000 7122775296.000000 7271166448.000000 7379796544.000000
50.000000 -195737572020990.000000 7419557600.000000 7636817792.000000
51.000000 7419557600.000000 7567948752.000000 7676578848.000000
52.000000 -195737275238686.000000 7716339904.000000 7933600096.000000
53.000000 7716339904.000000 7864731056.000000 7973361152.000000
54.000000 -195736978456382.000000 8013122208.000000 8230382400.000000
55.000000 8013122208.000000 8161513360.000000 8270143456.000000
56.000000 -195736681674078.000000 8309904512.000000 8527164704.000000
57.000000 8309904512.000000 8458295664.000000 8566925760.000000
58.000000 -195736384891774.000000 8606686816.000000 8823947008.000000
59.000000 8606686816.000000 8755077968.000000 8863708064.000000
60.000000 -195736088109470.000000 8903469120.000000 9120729312.000000
61.000000 8903469120.000000 9051860272.000000 9160490368.000000
62.000000 -195735791327166.000000 9200251424.000000 9417511616.000000
63.000000 9200251424.000000 9348642576.000000 9457272672.000000
64.000000 -195735494544862.000000 9497033728.000000 9714293920.000000
65.000000 9497033728.000000 9645424880.000000 9754054976.000000
66.000000 -195735197762558.000000 9793816032.000000 10011076224.000000
67.000000 9793816032.000000 9942207184.000000 10050837280.000000
68.000000 -195734900980254.000000 10090598336.000000 10307858528.000000
69.000000 10090598336.000000 10238989488.000000 10347619584.000000
70.000000 -195734604197950.000000 10387380640.000000 10604640832.000000
71.000000 10387380640.000000 10535771792.000000 10644401888.000000
72.000000 -195734307415646.000000 10684162944.000000 10901423136.000000
73.000000 10684162944.000000 10832554096.000000 10941184192.000000
74.000000 -195734010633342.000000 10980945248.000000 11198205440.000000
75.000000 10980945248.000000 11129336400.000000 11237966496.000000
76.000000 -195733713851038.000000 11277727552.000000 11494987744.000000
77.000000 11277727552.000000 11426118704.000000 11534748800.000000
78.000000 -195733417068734.000000 11574509856.000000 11791770048.000000
79.000000 11574509856.000000 11722901008.000000 11831531104.000000
80.000000 -195733120286430.000000 11871292160.000000 12088552352.000000
81.000000 11871292160.000000 12019683312.000000 12128313408.000000
82.000000 -195732823504126.000000 12168074464.000000 12385334656.000000
83.000000 12168074464.000000 12316465616.000000 12425095712.000000
84.000000 -195732526721822.000000 12464856768.000000 12682116960.000000
85.000000 12464856768.000000 12613247920.000000 12721878016.000000
86.000000 -195732229939518.000000 12761639072.000000 12978899264.000000
87.000000 12761639072.000000 12910030224.000000 13018660320.000000
88.000000 -195731933157214.000000 13058421376.000000 13275681568.000000
89.000000 13058421376.000000 13206812528.000000 13315442624.000000
90.000000 -195731636374910.000000 13355203680.000000 13572463872.000000
91.000000 13355203680.000000 13503594832.000000 13612224928.000000
92.000000 -195731339592606.000000 13651985984.000000 13869246176.000000
93.000000 13651985984.000000 13800377136.000000 13909007232.000000
94.000000 -195731042810302.000000 13948768288.000000 14166028480.000000
95.000000 13948768288.000000 14097159440.000000 14205789536.000000
96.000000 -195730746027998.000000 14245550592.000000 14462810784.000000
97.000000 14245550592.000000 14393941744.000000 14502571840.000000
98.000000 -195730449245694.000000 14542332896.000000 14759593088.000000
99.000000 14542332896.000000 14690724048.000000 14799354144.000000
