0.000000 30.000000 20.000000
0.010000 0.000000 36.722969
0.020000 0.000000 49.570042
0.030000 0.000000 66.911499
0.040000 0.000000 90.319649
0.050000 0.000000 121.916847
0.060000 0.000000 164.567932
0.070000 0.000000 222.139969
0.080000 0.000000 299.852844
0.090000 0.000000 404.752625
0.100000 0.000000 546.350281
0.110000 0.000000 737.484070
0.120000 0.000000 995.483643
0.130000 0.000000 1343.741211
0.140000 0.000003 1813.832275
0.150000 0.000000 2448.356934
0.160000 0.000003 3304.884033
0.170000 0.000000 4460.829590
0.180000 0.000000 6021.395020
0.190000 0.000000 8127.904297
0.200000 0.000003 10971.349609
0.210000 0.000000 14779.278320
0.220000 0.000003 19949.625000
0.230000 0.000000 26591.753906
0.240000 0.000000 35894.546875
0.250000 0.000000 48451.804688
0.260000 0.000003 65402.062500
0.270000 0.000000 48466.023438
0.280000 0.000000 65421.257812
0.290000 0.000000 88308.062500
0.300000 0.000000 119201.531250
0.310000 0.000000 160902.703125
0.320000 0.000000 217192.500000
0.330000 0.000000 293174.562500
0.340000 0.000003 395738.031250
0.350000 0.000000 -58934516.000000
0.360000 0.000000 -79552016.000000
0.370000 0.000000 -107382288.000000
18070117044071811776512.000000 66906511892130383790080.000000 -144948640.000000
0.390000 0.000000 -inf
0.400000 0.000000 -nan
0.410000 0.000000 -nan
0.420000 0.000000 -nan
0.430000 0.000000 -nan
0.440000 0.000003 -nan
0.450000 0.000000 -nan
0.460000 0.000003 -nan
0.470000 0.000000 -nan
0.480000 0.000000 -nan
0.490000 0.000000 -nan
0.500000 0.000000 -nan
0.510000 0.000000 -nan
18070118169971718619136.000000 0.000000 -nan
0.530000 0.000000 -nan
0.540000 0.000000 -nan
0.550000 0.000000 -nan
0.560000 0.000000 -nan
0.570000 0.000000 -nan
0.580000 0.000000 -nan
0.590000 0.000000 -nan
0.600000 0.000000 -nan
0.610000 0.000000 -nan
0.620000 0.000003 -nan
0.630000 0.000000 -nan
0.640000 0.000000 -nan
0.650000 0.000000 -nan
0.660003 -959892362019182527582872065277952.000000 -nan
0.670000 0.000000 -nan
0.680002 0.000000 -nan
0.690000 0.000000 -nan
0.700000 0.000000 -nan
0.710000 0.000000 -nan
0.720000 0.000003 -nan
0.730000 0.000000 -nan
0.740000 0.000003 -nan
0.750000 0.000000 -nan
0.760003 0.000000 -nan
0.770000 0.000000 -nan
0.780003 0.000000 -nan
0.790000 0.000000 -nan
0.800000 0.000002 -nan
0.810000 0.000000 -nan
0.820000 0.000000 -nan
0.830000 0.000000 -nan
0.840000 0.000002 -nan
0.850000 0.000000 -nan
0.860000 0.000000 -nan
0.870000 0.000000 -nan
0.880000 0.000000 -nan
0.890000 0.000000 -nan
0.900000 0.000003 -nan
0.910000 0.000000 -nan
0.920000 0.000000 -nan
0.930000 0.000000 -nan
0.940000 0.000003 -nan
0.950000 0.000000 -nan
0.960000 0.000003 -nan
0.970000 0.000000 -nan
0.980003 0.000000 -nan
0.990000 0.000000 -nan
