0.000000 4.000000 20.000000
0.010000 4.526937 15.458563
0.020000 5.330359 12.027672
0.030000 6.466609 9.448862
0.040000 8.022612 7.522902
0.050000 10.120019 6.099200
0.060000 12.922482 5.066781
0.070000 16.645259 4.347831
0.080000 21.565939 3.894672
0.090000 28.033135 3.691996
0.100000 36.464443 3.769179
0.110000 47.309671 4.235831
0.120000 60.911119 5.378363
0.130000 77.061887 7.929235
0.140000 93.706016 13.813547
0.150000 103.785536 27.743584
0.160000 93.280647 56.255261
0.170000 59.984583 90.569731
0.180000 29.933448 103.920752
0.190000 14.787000 95.212149
0.200000 8.349994 78.802507
0.210000 5.569836 62.465835
0.220000 4.324640 48.582099
0.230000 3.804641 37.467624
0.240000 3.693814 28.809559
0.250000 3.870091 22.160746
0.260000 4.297945 17.098062
0.270000 4.988875 13.265628
0.280000 5.987485 10.378995
0.290000 7.368501 8.217063
0.300000 9.239364 6.611396
0.310000 11.746375 5.436442
0.320000 15.083485 4.602002
0.330000 19.502778 4.048739
0.340000 25.324524 3.748040
0.350000 32.940890 3.709533
0.360000 42.797134 4.005131
0.370000 55.304856 4.834616
0.380000 70.555927 6.706165
0.390000 87.457481 10.943663
0.400000 101.390634 20.961005
0.410000 100.559308 43.396070
0.420000 74.097639 78.409332
0.430000 39.713191 102.019827
0.440000 19.219587 100.125425
0.450000 10.225587 85.350487
0.460000 6.399529 68.522096
0.470000 4.700526 53.598384
0.480000 3.953871 41.440138
0.490000 3.706208 31.888396
0.500000 3.779437 24.519071
0.510000 4.111513 18.891458
0.520000 4.698334 14.622314
0.530000 5.572548 11.400433
0.540000 6.797278 8.981633
0.550000 8.466911 7.178493
0.560000 10.712009 5.850012
0.570000 13.707170 4.893131
0.580000 17.680997 4.236985
0.590000 22.926692 3.840872
0.600000 29.809256 3.698259
0.610000 38.758240 3.852868
0.620000 50.215460 4.443657
0.630000 64.450109 5.827298
0.640000 80.986091 8.921277
0.650000 96.958898 16.131908
0.660000 103.564699 32.994363
0.670000 86.729394 64.691756
0.680000 51.668502 96.085534
0.690000 25.235208 103.144800
0.700000 12.780182 91.542280
0.710000 7.507536 74.764598
0.720000 5.202709 58.928680
0.730000 4.171072 45.718000
0.740000 3.764164 35.226382
0.750000 3.727368 27.085809
0.760000 3.964666 20.848253
0.770000 4.453716 16.105490
0.780000 5.214551 12.519256
0.790000 6.299013 9.821216
0.800000 7.789363 7.803812
0.810000 9.801829 6.309646
0.820000 12.493441 5.222186
0.830000 16.071305 4.458912
0.840000 20.803222 3.967730
0.850000 27.026869 3.728314
0.860000 35.149967 3.762550
0.870000 45.620532 4.165558
0.880000 58.808219 5.189820
0.890000 74.625365 7.478402
0.900000 91.402567 12.714925
0.910000 103.039218 25.109247
0.920000 96.178045 51.410435
0.930000 64.972357 86.387520
0.940000 33.173563 103.473242
0.950000 16.250628 96.972139
0.960000 8.987759 81.053891
0.970000 5.865715 64.534484
0.980000 4.468820 50.296627
0.990000 3.871573 38.829368
